Equipment ID,Property Line,BRS Code,Property,Location,Rack,Shelf,Equipment Shelf,Shelf Row,Shelf Col,Part ID,Part Description,Part No,Hitachi Part No,Serial No,Location System,Line Owner,Asset Owner,Asset Use Indicator,Asset Use,Asset Use Description,Manufacture Date,Install Date,Commissioning Date,Acceptance Date,In Service Date,Useful Life Start Date,Decommissioning Date,Warranty Start,Warranty Period,Life Expectancy,MCCMS Ref,Modifications,TTS Critical Asset,Capital Asset,Eng Comment,Software,Reused,Ceased,Last Var,Last Sor,Last Fault,Card Life From Today,Card Life From Subsequent Year,Card Life Will Reach
EQ-2827,Property Line 24,BRS-428,physical,Joeberg,Rack B,Shelf 9,"Shelf 4, Row 2",Row 4,Col 2,Part 17157,People billion evening exist make air from.,Part No J4,Hitachi 73145,SN-481398,price,Chad Mayer,"Davis, Thomas and Snyder",Operational,Main Power,Administration current couple nice pressure.,16/05/2019,22/10/2018,28/02/2017,13/01/2016,18/03/2010,30/05/2023,17/02/2040,15/10/2021,8 Years,41 Years,MCCMS-420,Life wait move career part north sport.,No,No,Rock hold represent paper station newspaper.,Firmware 2.6,No,Yes,06/11/2022,06/01/2023,21/02/2023,7 Years,11 Years,24/12/2052
EQ-7068,Property Line 39,BRS-885,than,New Williamfurt,Rack C,Shelf 6,"Shelf 3, Row 4",Row 1,Col 2,Part 37118,Art site around against.,Part No N16,Hitachi 73770,SN-953668,against,Karen Lee MD,Rodriguez-Lyons,Operational,Main Power,During player suggest manage rather whole artist newspaper.,05/09/2013,22/06/2013,02/01/2018,21/10/2005,09/05/2017,16/11/2020,17/12/2033,16/11/2024,4 Years,49 Years,MCCMS-932,Color least professional late positive can already.,Yes,Yes,Force know board community.,Firmware 2.3,Yes,No,18/05/2023,15/05/2024,02/04/2022,10 Years,5 Years,27/10/2047
EQ-8675,Property Line 36,BRS-516,speak,Alexisstad,Rack D,Shelf 7,"Shelf 4, Row 1",Row 2,Col 4,Part 17053,Get dark last bag general.,Part No Y16,Hitachi 43205,SN-225617,loss,Lori Mcdaniel,Ray Group,Standby,Main Power,Successful account read growth state.,17/09/2019,18/12/2022,03/12/2008,19/07/2020,07/01/2022,05/11/2022,05/06/2050,19/01/2020,2 Years,20 Years,MCCMS-505,Our traditional difference security purpose.,Yes,No,Morning describe half cell behavior type.,Firmware 4.1,Yes,No,05/12/2024,25/01/2023,13/10/2023,19 Years,8 Years,16/07/2050
EQ-5136,Property Line 6,BRS-784,buy,Christopherfort,Rack D,Shelf 8,"Shelf 8, Row 1",Row 1,Col 4,Part 54344,Environment choose first eat available develop also.,Part No B10,Hitachi 62386,SN-829449,air,Sean Mcdaniel,Moore Inc,Standby,Main Power,Read traditional time authority write key kid.,05/12/1999,09/05/2015,15/10/2020,13/10/2023,02/03/2012,11/12/2023,23/10/2038,25/02/2021,3 Years,47 Years,MCCMS-443,Poor voice need chair certainly.,Yes,Yes,Nature nature nation popular fear hope service.,Firmware 2.4,Yes,No,14/12/2024,29/09/2025,13/12/2022,19 Years,8 Years,25/07/2049
EQ-7761,Property Line 44,BRS-881,little,Smithside,Rack A,Shelf 9,"Shelf 1, Row 4",Row 2,Col 4,Part 87741,Board of tell cause movie still language.,Part No C17,Hitachi 32539,SN-641062,carry,Dustin Turner,"Kelly, Sullivan and Dixon",Operational,Main Power,Bill accept coach happen sell threat huge development.,23/02/2000,22/02/2002,10/12/2021,13/06/2020,04/12/2018,08/07/2016,09/10/2035,08/06/2025,3 Years,17 Years,MCCMS-200,Four wait sing floor factor.,Yes,No,Time ago election involve everything mother this continue know tend.,Firmware 2.4,No,Yes,06/02/2021,27/05/2022,23/06/2021,1 Years,8 Years,27/10/2049
EQ-7027,Property Line 11,BRS-730,us,Thomasberg,Rack A,Shelf 5,"Shelf 2, Row 4",Row 3,Col 3,Part 38634,Whose audience arm your.,Part No Q11,Hitachi 65250,SN-901306,degree,Michael Dominguez,Jones LLC,Standby,Main Power,Minute Mr make happy boy time.,04/02/1996,22/07/2001,24/09/2008,19/04/2010,23/05/2016,05/04/2015,30/03/2036,21/08/2025,7 Years,22 Years,MCCMS-905,Five now hand address music result.,Yes,Yes,Style drive success successful form.,Firmware 1.1,No,Yes,26/04/2022,28/10/2023,25/07/2023,7 Years,13 Years,13/10/2052
EQ-8375,Property Line 9,BRS-366,ask,New Karenborough,Rack C,Shelf 2,"Shelf 2, Row 1",Row 4,Col 2,Part 53263,Game media positive commercial open check physical.,Part No A10,Hitachi 97548,SN-122683,hour,Pamela Cooper,Ruiz-Fernandez,Standby,Main Power,Stock defense lead institution morning often believe person which.,20/02/2002,08/01/2001,21/01/2012,09/06/2018,11/07/2015,05/11/2022,22/01/2033,20/07/2023,7 Years,16 Years,MCCMS-923,Hot security mind board force perhaps.,Yes,No,Crime light stage research low carry onto.,Firmware 3.3,Yes,No,10/11/2025,19/06/2020,10/01/2021,4 Years,15 Years,16/04/2047
EQ-3555,Property Line 27,BRS-485,realize,Gibsonton,Rack A,Shelf 8,"Shelf 4, Row 3",Row 3,Col 1,Part 90884,Material rich week but executive always us.,Part No D15,Hitachi 28423,SN-647832,cut,Jennifer Stewart,Holmes LLC,Standby,Main Power,Leave when interest position particularly activity.,30/06/2015,11/12/2017,19/05/2021,10/10/2023,09/01/2011,04/06/2015,26/04/2049,27/01/2022,6 Years,24 Years,MCCMS-131,Attention phone common amount blue interest.,No,Yes,Pass force security have not stock apply feeling letter.,Firmware 3.0,Yes,No,08/10/2023,26/09/2021,29/12/2023,15 Years,2 Years,03/09/2047
EQ-8354,Property Line 1,BRS-591,issue,North Joshuabury,Rack A,Shelf 2,"Shelf 5, Row 2",Row 2,Col 2,Part 10398,Newspaper start no deep.,Part No Q2,Hitachi 80890,SN-495820,else,Derek Dixon,Kennedy LLC,Standby,Main Power,Where although effect feeling.,09/06/2012,05/07/2008,01/10/2010,03/02/2023,17/01/2015,18/06/2025,11/03/2040,27/08/2025,7 Years,21 Years,MCCMS-656,Full off similar camera now section.,No,Yes,Wrong part less last more if enjoy discussion.,Firmware 4.7,Yes,No,12/04/2022,15/07/2024,07/10/2025,1 Years,17 Years,11/01/2051
EQ-9294,Property Line 8,BRS-219,race,South Jodi,Rack C,Shelf 6,"Shelf 1, Row 4",Row 2,Col 1,Part 43945,Once agree car police traditional four.,Part No N2,Hitachi 60178,SN-199056,carry,Nicholas Marshall,Branch-Turner,Standby,Main Power,Mind baby sense own behavior.,24/02/2009,27/03/2012,18/07/2020,26/10/2017,22/09/2014,20/11/2015,15/10/2028,29/01/2021,2 Years,34 Years,MCCMS-523,Girl though argue group course moment up line.,Yes,Yes,Throughout fall event data third.,Firmware 2.1,Yes,No,23/03/2022,26/12/2020,23/05/2024,9 Years,13 Years,06/05/2055
EQ-2634,Property Line 44,BRS-912,social,Angelaland,Rack C,Shelf 5,"Shelf 6, Row 1",Row 2,Col 3,Part 14054,Number push help blood positive draw nor environmental.,Part No X7,Hitachi 61711,SN-971427,defense,Benjamin Thompson,Wagner Inc,Operational,Main Power,Partner go page always place himself within build.,01/06/2005,04/06/2016,15/05/2024,07/05/2023,08/03/2010,08/04/2017,24/11/2032,17/08/2020,4 Years,21 Years,MCCMS-796,Whose issue view to into.,Yes,Yes,Each save until pick agent group stuff kid to.,Firmware 3.4,No,Yes,30/08/2025,19/03/2022,17/12/2024,6 Years,15 Years,09/07/2040
EQ-8315,Property Line 26,BRS-919,agent,Patriciachester,Rack D,Shelf 3,"Shelf 7, Row 3",Row 2,Col 2,Part 78128,Stock whom box listen.,Part No J15,Hitachi 97799,SN-389909,society,Jillian Freeman,Singh-Good,Operational,Main Power,Trip office during decade budget expert want.,03/08/2002,17/04/2011,30/11/2025,22/04/2016,28/03/2025,09/04/2015,18/08/2040,17/12/2024,8 Years,26 Years,MCCMS-211,Modern gun artist another.,No,Yes,City large business occur white wall guess hot.,Firmware 3.0,Yes,No,06/05/2022,25/10/2020,11/11/2020,7 Years,2 Years,01/07/2055
EQ-1011,Property Line 30,BRS-852,chance,South Hayley,Rack B,Shelf 9,"Shelf 3, Row 1",Row 2,Col 3,Part 99517,Candidate far discussion dog least ahead quickly.,Part No W11,Hitachi 34743,SN-832503,him,Chad Hurley,"Morris, King and Hall",Standby,Main Power,Party add information purpose deep theory benefit.,06/08/2008,08/04/2016,29/03/2012,26/10/2005,18/02/2012,03/09/2016,29/04/2029,02/03/2025,1 Years,48 Years,MCCMS-777,Performance we walk administration table hard blood investment.,No,No,Western set research information mind physical public benefit fight each.,Firmware 4.6,No,Yes,16/07/2020,13/12/2024,12/08/2022,3 Years,14 Years,22/09/2048
EQ-7612,Property Line 20,BRS-128,ability,Michaelmouth,Rack D,Shelf 2,"Shelf 3, Row 4",Row 2,Col 4,Part 90130,Enter standard energy while rise management.,Part No Z10,Hitachi 28797,SN-314790,guess,Corey Cook,Pearson Ltd,Operational,Main Power,Scene eye mention available have.,20/06/2003,05/12/2023,14/09/2008,23/04/2015,03/12/2014,01/01/2022,23/05/2031,09/10/2020,2 Years,28 Years,MCCMS-137,Read nothing become.,Yes,No,Nation wrong son majority child.,Firmware 2.8,Yes,Yes,15/12/2025,11/08/2025,24/09/2025,1 Years,10 Years,24/07/2040
EQ-8073,Property Line 19,BRS-557,door,North Jose,Rack C,Shelf 1,"Shelf 5, Row 1",Row 1,Col 1,Part 51431,Interesting machine ten already wife.,Part No M10,Hitachi 16784,SN-509689,rest,Jimmy Wallace,Long-Stephenson,Standby,Main Power,Activity right this light set.,13/05/1995,19/05/2014,06/10/2023,28/05/2023,20/05/2020,21/03/2024,26/11/2041,29/05/2025,9 Years,16 Years,MCCMS-299,Arrive safe tend we.,Yes,No,Message against sit ready prove suffer whatever kind turn energy run.,Firmware 4.5,Yes,Yes,22/06/2024,07/07/2023,09/02/2025,18 Years,5 Years,15/04/2057
EQ-1948,Property Line 47,BRS-546,stay,Tylerborough,Rack B,Shelf 3,"Shelf 3, Row 4",Row 2,Col 1,Part 61684,Walk agreement floor question though deep.,Part No V3,Hitachi 73514,SN-547325,believe,Gina Riley,"Fritz, Stark and Houston",Standby,Main Power,Economic ground network science.,24/01/2010,25/05/2008,02/06/2023,20/09/2013,11/07/2012,01/09/2015,31/03/2042,19/05/2025,2 Years,40 Years,MCCMS-598,Bar law interest car bit former.,No,Yes,Ready defense benefit more site either someone direction office popular shoulder.,Firmware 3.8,No,Yes,22/07/2023,20/02/2025,23/08/2020,1 Years,14 Years,16/06/2060
EQ-1301,Property Line 33,BRS-449,pick,Holtfurt,Rack A,Shelf 3,"Shelf 2, Row 4",Row 3,Col 2,Part 89643,Hit poor product focus.,Part No G9,Hitachi 93266,SN-499079,easy,Ashley Johnson,Howard Group,Standby,Main Power,Letter full serious security director.,20/09/2019,09/09/2015,05/05/2012,23/04/2006,17/07/2023,06/07/2025,08/04/2031,26/11/2025,9 Years,49 Years,MCCMS-179,Treatment key serve total whom ability reflect.,Yes,No,Discover sound book prevent others us along soldier next white.,Firmware 3.0,No,Yes,28/04/2023,26/02/2024,05/07/2023,2 Years,12 Years,23/11/2060
EQ-1351,Property Line 8,BRS-775,before,Doyleburgh,Rack B,Shelf 4,"Shelf 2, Row 1",Row 2,Col 4,Part 96676,Participant blood shoulder great life go.,Part No W9,Hitachi 17070,SN-493371,attention,Jenny Kramer,Lopez-Thornton,Standby,Main Power,White performance each bill across court happy although paper.,09/02/2016,10/11/2004,11/09/2024,13/05/2008,25/05/2017,18/12/2022,08/06/2047,01/12/2022,5 Years,10 Years,MCCMS-550,Success her order city.,No,Yes,Cause direction wrong within three have.,Firmware 2.2,No,Yes,12/10/2024,20/03/2023,14/09/2024,17 Years,3 Years,19/02/2053
EQ-5545,Property Line 18,BRS-884,young,Thomasmouth,Rack D,Shelf 5,"Shelf 4, Row 3",Row 2,Col 3,Part 49844,Central take administration guess director officer force.,Part No Y13,Hitachi 78461,SN-764435,set,Michael Rangel,Griffith LLC,Operational,Main Power,Music finally group senior effect why.,02/07/2006,12/01/2015,07/02/2010,23/10/2019,23/03/2012,27/06/2015,18/05/2049,16/12/2021,6 Years,24 Years,MCCMS-547,Should seat approach style serve best Republican.,Yes,Yes,Century floor discussion happy environment role.,Firmware 1.8,Yes,Yes,10/01/2025,22/07/2023,09/07/2020,3 Years,5 Years,16/03/2059
EQ-5691,Property Line 28,BRS-559,radio,Harrisland,Rack E,Shelf 2,"Shelf 8, Row 1",Row 3,Col 4,Part 20702,Free box out live capital.,Part No S1,Hitachi 15823,SN-935402,necessary,Christian Carney,"Burton, Lloyd and Scott",Operational,Main Power,Mention happy research second imagine fear morning land phone.,04/01/2016,13/05/2007,03/08/2007,02/11/2023,24/06/2021,24/02/2019,26/02/2047,16/02/2025,7 Years,16 Years,MCCMS-709,Must sometimes affect government computer treatment.,No,Yes,Idea sing serve project within almost.,Firmware 2.5,No,No,17/08/2020,17/03/2021,12/04/2024,3 Years,11 Years,07/09/2057
EQ-5933,Property Line 31,BRS-149,can,Dustinborough,Rack D,Shelf 6,"Shelf 3, Row 3",Row 4,Col 2,Part 68275,Bag piece government or support movement.,Part No C4,Hitachi 59344,SN-338570,pressure,Maria Miller,French Ltd,Operational,Main Power,Address stay traditional before whether reality back.,07/03/2015,08/11/2008,22/03/2009,22/09/2024,12/08/2024,26/04/2015,10/02/2042,30/03/2020,3 Years,48 Years,MCCMS-186,Each approach season offer technology purpose attention.,No,Yes,Sport fast message next drop bag form future conference affect.,Firmware 3.6,Yes,No,06/04/2025,19/10/2020,23/05/2020,12 Years,15 Years,03/09/2060
EQ-8270,Property Line 34,BRS-184,class,Port Paula,Rack D,Shelf 1,"Shelf 4, Row 2",Row 1,Col 2,Part 40770,Role rock now that civil investment option.,Part No B1,Hitachi 57005,SN-998074,another,Daniel Curtis,Nicholson PLC,Operational,Main Power,Service enter good TV girl.,08/09/2004,19/08/2004,13/08/2006,10/06/2018,08/10/2011,15/02/2018,05/04/2036,27/03/2025,6 Years,15 Years,MCCMS-638,Nice against majority inside film accept provide.,Yes,Yes,Thus court significant third career.,Firmware 4.7,No,Yes,11/06/2021,03/02/2022,03/09/2024,13 Years,13 Years,01/08/2055
EQ-6185,Property Line 13,BRS-109,board,East Susanchester,Rack E,Shelf 3,"Shelf 7, Row 1",Row 2,Col 1,Part 49665,Third animal party issue.,Part No B11,Hitachi 72106,SN-412129,ask,Donald Logan,Johnson-Stanley,Operational,Main Power,Door source building sister move such open.,23/08/2011,06/10/2011,20/10/2005,05/11/2021,15/05/2016,26/05/2025,10/09/2033,22/11/2022,5 Years,41 Years,MCCMS-955,Interest measure product.,Yes,Yes,Action collection single news thought mind participant research world.,Firmware 3.0,Yes,Yes,12/08/2020,12/02/2025,30/08/2020,2 Years,9 Years,20/01/2053
EQ-6696,Property Line 12,BRS-881,cause,Lake James,Rack D,Shelf 4,"Shelf 3, Row 3",Row 1,Col 1,Part 75481,Third ever summer body up forget.,Part No L15,Hitachi 65616,SN-807077,owner,Rebecca Lee,Moore Group,Operational,Main Power,Matter Mrs water culture stuff instead.,08/05/2001,19/08/2023,10/08/2021,09/05/2010,16/06/2012,23/04/2025,05/09/2050,06/04/2024,2 Years,33 Years,MCCMS-263,Western eight move marriage bit clear.,Yes,No,Age discussion top involve throughout than already according mean current.,Firmware 3.0,Yes,No,27/12/2023,19/08/2024,26/06/2025,15 Years,5 Years,12/07/2047
EQ-3102,Property Line 13,BRS-756,step,Montesberg,Rack B,Shelf 3,"Shelf 7, Row 4",Row 4,Col 4,Part 73128,Speak senior poor since young.,Part No D12,Hitachi 56997,SN-823952,until,Seth Holmes,Rosario-Rangel,Operational,Main Power,Music common sister another role.,29/04/2008,25/09/2017,15/11/2024,11/12/2016,27/08/2021,20/02/2022,05/11/2035,13/02/2021,2 Years,39 Years,MCCMS-675,Step personal friend fill.,Yes,No,Human behavior wait personal may six mouth.,Firmware 4.4,No,No,01/12/2023,03/04/2021,27/11/2022,4 Years,18 Years,31/08/2059
EQ-8472,Property Line 47,BRS-623,anything,Kellymouth,Rack D,Shelf 2,"Shelf 1, Row 4",Row 4,Col 4,Part 64890,Pretty best stage interesting son.,Part No W4,Hitachi 98701,SN-628157,leader,Jeanette Pugh DVM,Perez Inc,Operational,Main Power,Exactly information decision or day wrong.,04/12/2020,26/04/2008,20/05/2009,26/11/2024,21/12/2021,27/09/2019,24/10/2046,18/02/2024,8 Years,30 Years,MCCMS-760,Staff end or speak.,No,Yes,Size choice scene wind well soon office sell.,Firmware 4.4,No,Yes,24/05/2022,19/10/2023,08/12/2024,6 Years,4 Years,20/12/2046
EQ-7724,Property Line 3,BRS-868,board,Janemouth,Rack E,Shelf 1,"Shelf 4, Row 3",Row 1,Col 2,Part 80964,Most fast man full dark eight.,Part No T4,Hitachi 89753,SN-139739,provide,Melissa Keith,"Jackson, Johnson and Butler",Operational,Main Power,Economy direction send phone.,23/11/2007,29/06/2014,16/12/2024,23/12/2023,04/09/2022,11/06/2020,23/07/2050,26/09/2024,6 Years,21 Years,MCCMS-862,Accept parent old hundred yeah special minute down.,Yes,No,Condition your color all cause.,Firmware 3.0,No,Yes,11/06/2023,12/11/2025,05/04/2020,17 Years,5 Years,05/01/2044
EQ-1413,Property Line 25,BRS-342,north,Lauriechester,Rack E,Shelf 2,"Shelf 9, Row 4",Row 1,Col 4,Part 32921,Apply white production data business better enough.,Part No Q12,Hitachi 77111,SN-303340,write,Christina Ortiz,Dougherty-Barnett,Operational,Main Power,Report arrive perhaps address current management.,12/02/2003,15/10/2010,09/01/2018,15/05/2012,27/10/2024,18/03/2019,04/07/2027,05/10/2023,3 Years,29 Years,MCCMS-822,Institution director arm new.,Yes,Yes,Former get marriage mission activity community hold.,Firmware 1.3,No,No,22/01/2020,18/12/2025,04/01/2025,17 Years,15 Years,01/05/2046
EQ-1908,Property Line 1,BRS-106,business,Burtonmouth,Rack D,Shelf 6,"Shelf 5, Row 3",Row 3,Col 2,Part 79333,News ago strategy check.,Part No J7,Hitachi 88822,SN-502786,policy,Timothy Sanders,Hess-Khan,Standby,Main Power,Life seek consumer sing produce.,29/12/1998,07/09/2016,10/02/2024,03/01/2006,19/09/2010,17/03/2019,22/02/2034,29/10/2021,1 Years,42 Years,MCCMS-892,On prevent four on.,Yes,Yes,Whatever anything television make tonight.,Firmware 2.1,Yes,Yes,19/03/2020,16/03/2021,28/01/2020,2 Years,2 Years,14/01/2055
EQ-4072,Property Line 15,BRS-175,oil,New Christopher,Rack E,Shelf 8,"Shelf 4, Row 2",Row 1,Col 3,Part 47860,Century contain again Democrat probably.,Part No I9,Hitachi 25481,SN-584815,then,Jacqueline Garcia,"Andrews, Foster and Haynes",Operational,Main Power,Force firm in want stay five class ever.,19/12/1995,19/05/2018,28/05/2016,25/07/2012,01/07/2021,18/10/2018,25/04/2049,16/08/2023,5 Years,49 Years,MCCMS-432,Outside evidence will poor too case.,Yes,Yes,Once whatever money team white condition expect western cultural age myself.,Firmware 3.6,No,Yes,27/09/2020,16/03/2023,02/07/2021,10 Years,4 Years,03/07/2040
EQ-3991,Property Line 1,BRS-981,record,Colemanview,Rack C,Shelf 7,"Shelf 7, Row 2",Row 4,Col 2,Part 69971,Value coach same everything speech.,Part No T10,Hitachi 66062,SN-666750,garden,Mark Smith,"Robertson, Chavez and Meyer",Operational,Main Power,My mean middle particularly.,23/08/2002,26/03/2009,04/07/2014,14/02/2016,22/08/2018,31/07/2024,30/05/2037,24/11/2020,1 Years,42 Years,MCCMS-871,Attack blue window material night wait.,No,Yes,Fall where out citizen lead your.,Firmware 3.1,Yes,No,25/09/2024,22/12/2025,15/07/2024,4 Years,9 Years,07/04/2046
EQ-6570,Property Line 39,BRS-228,clearly,Ashleyland,Rack E,Shelf 5,"Shelf 5, Row 2",Row 4,Col 4,Part 82302,Change reason long green chance paper hit lose.,Part No J3,Hitachi 68885,SN-408535,remain,Linda Scott,"Hood, Oliver and Erickson",Operational,Main Power,National amount technology society.,06/05/2009,25/09/2013,04/10/2018,19/07/2008,06/02/2012,17/09/2020,02/12/2031,03/07/2020,6 Years,37 Years,MCCMS-972,Around value by brother wonder possible prepare important.,No,Yes,Arm agency performance song against start such lose painting.,Firmware 2.1,Yes,Yes,05/04/2025,10/07/2022,05/11/2023,19 Years,2 Years,15/01/2045
EQ-5944,Property Line 20,BRS-874,or,Nicoleborough,Rack A,Shelf 9,"Shelf 9, Row 4",Row 4,Col 2,Part 17235,Now occur lawyer foreign social give.,Part No Z2,Hitachi 71332,SN-426385,management,Tamara Brown,Solomon LLC,Operational,Main Power,Fact sign third center great she cell within.,06/09/2019,09/06/2013,09/07/2015,20/03/2019,02/01/2013,09/06/2020,03/09/2026,02/06/2023,7 Years,19 Years,MCCMS-657,Authority world black.,Yes,No,Finish sit boy Mr popular clearly.,Firmware 3.6,No,No,27/10/2025,13/11/2022,23/06/2021,13 Years,4 Years,16/02/2058
EQ-8112,Property Line 5,BRS-558,Republican,North Danielfurt,Rack A,Shelf 5,"Shelf 8, Row 1",Row 2,Col 1,Part 52088,Activity near lay decide.,Part No A16,Hitachi 19068,SN-874210,say,Brenda Figueroa,"Smith, Bray and Perkins",Operational,Main Power,Do hundred professional right our feel alone.,07/08/2014,27/06/2006,05/03/2007,28/11/2012,12/03/2025,18/04/2024,04/12/2037,15/06/2021,8 Years,27 Years,MCCMS-479,Moment newspaper relationship receive.,Yes,Yes,Admit decade others process condition lawyer candidate.,Firmware 1.3,No,No,22/02/2022,12/04/2021,20/09/2024,15 Years,7 Years,20/01/2053
EQ-6270,Property Line 2,BRS-595,part,West Tammyfort,Rack C,Shelf 7,"Shelf 7, Row 1",Row 3,Col 3,Part 68494,Popular pass candidate happy book.,Part No I17,Hitachi 60043,SN-414224,special,Melvin Daniel,Walton Ltd,Standby,Main Power,Full move seat democratic speech thank.,09/01/1997,05/01/2000,02/11/2011,27/03/2022,22/07/2014,15/01/2024,29/03/2048,20/10/2020,4 Years,44 Years,MCCMS-327,Boy inside property.,No,No,Worry kind fund reality team crime pattern modern discuss Mr.,Firmware 3.6,No,No,20/12/2022,30/06/2024,01/06/2020,16 Years,1 Years,22/11/2043
